日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-31,法乙,第戎 vs 圣埃蒂安,20260831-TITAN-2997701-盘口快照-不形成模拟,排名/阶段 17-1,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-1；综合评分 主39/客61；伤停 主[19 C·奥比尼奥(中场)-脚踝手术] / 客[0 贾马利(中场)-膝关节手术、36 艾马尔(中场)-脚部骨折]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客4胜2平4负；主队 客队/记录: 主5胜3平2负 / 客3胜3平4负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主1胜1平4负 / 客4胜1平1负,Titan007亚盘 开 0.91/-0.5/0.91；即 1.03/-0.75/0.85；欧赔 开 4.87/3.74/1.66；即 3.97/3.43/1.85；去水 主23.2%/平26.9%/客49.9%；返还率92.3%；大小球 开 0.99/2.5/0.81；即 0.87/2.5/0.99；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球加深，上盘水位0.85，下盘水位1.03，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,2997701,法乙,法国,次级,是
2026-08-31,英超,阿斯顿维拉 vs 阿森纳,20260831-TITAN-3003860-盘口快照-不形成模拟,排名/阶段 17-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-9；综合评分 主42/客58；伤停 主[24 A·奥纳纳(后腰)-十字韧带撕裂、44 曼赞比(前腰)-膝盖挫伤、39 B·马德乔(中锋)-脚踝损伤、35 戈麦斯...] / 客[12 廷贝尔(右后卫)-腹股沟伤病、2 萨利巴(中卫)-背部损伤、39 吉马良斯(中前卫)-腿筋受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜1平5负 / 客8胜2平0负；主队 客队/记录: 主6胜1平3负 / 客5胜3平2负；H2H 全部/记录: 主3胜1平2负 / 客2胜1平3负；主客相同/记录: 主3胜0平3负 / 客3胜0平3负,Titan007亚盘 开 0.99/-1.0/0.89；即 1.07/-1.0/0.82；欧赔 开 6.31/4.4/1.51；即 5.27/3.91/1.65；去水 主18.0%/平24.3%/客57.6%；返还率95.1%；大小球 开 0.83/2.5/1.03；即 0.91/2.75/0.97；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3003860,英超,英格兰,顶级,是
2026-08-31,西甲,巴塞罗那 vs 巴列卡诺,20260831-TITAN-3013665-盘口快照-不形成模拟,排名/阶段 4-16,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 4-16；综合评分 主71/客29；伤停 主[0 F.德容(中前卫)-膝盖内侧韧带撕裂、0 鲁尼·巴德吉(右边锋)-十字韧带撕裂、6 加维(中前卫)-受伤] / 客[0 德托马斯(中锋)-未知的损伤、13 巴塔拉(守门员)-小腿骨折、5 费利佩(中卫)-受伤、7 帕拉松(影锋)-受伤、...]；首发未接入/待赛前1小时核；近况 全部/记录: 主8胜0平2负 / 客5胜3平2负；主队 客队/记录: 主9胜0平1负 / 客4胜1平5负；H2H 全部/记录: 主4胜2平0负 / 客0胜2平4负；主客相同/记录: 主4胜1平1负 / 客1胜1平4负,Titan007亚盘 开 1.02/2.0/0.86；即 0.84/2.75/1.05；欧赔 开 1.1/10.53/23.16；即 1.22/6.72/12.14；去水 主78.0%/平14.2%/客7.8%；返还率95.2%；大小球 开 0.86/3.25/1.0；即 0.8/4.0/1.09；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球加深，上盘水位0.84，下盘水位1.05，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,5-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3013665,西甲,西班牙,顶级,是
2026-08-31,西甲,奥萨苏纳 vs 赫塔菲,20260831-TITAN-3013667-盘口快照-不形成模拟,排名/阶段 8-13,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 8-13；综合评分 主48/客52；伤停 主[19 罗齐尔(右后卫)-疑似伤病] / 客[0 C·乌切(中锋)-膝关节损伤、7 胡安米(左边锋)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜2平6负 / 客4胜1平5负；主队 客队/记录: 主3胜4平3负 / 客4胜1平5负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主2胜2平2负 / 客2胜2平2负,Titan007亚盘 开 0.82/0.25/1.06；即 0.85/0.25/1.04；欧赔 开 2.18/2.89/4.06；即 2.13/3.1/3.68；去水 主44.1%/平30.3%/客25.5%；返还率94.0%；大小球 开 0.91/2.0/0.95；即 0.96/1.75/0.93；亚盘意图候选：阻下/上盘保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.04，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3013667,西甲,西班牙,顶级,是
2026-08-31,西乙,布尔戈斯 vs 皇家社会B队,20260831-TITAN-3014045-盘口快照-不形成模拟,排名/阶段 13-17,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 13-17；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜3平2负 / 客2胜3平5负；主队 客队/记录: 主6胜4平0负 / 客5胜1平4负；H2H 全部/记录: 主2胜3平1负 / 客1胜3平2负；主客相同/记录: 主1胜3平2负 / 客2胜3平1负,Titan007亚盘 开 0.86/0.5/1.02；即 0.83/0.5/1.06；欧赔 开 1.81/3.35/4.53；即 1.77/3.33/4.58；去水 主52.1%/平27.7%/客20.1%；返还率92.3%；大小球 开 0.97/2.25/0.9；即 0.94/2.25/0.93；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.83，下盘水位1.06，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3014045,西乙,西班牙,次级,是
2026-08-31,西乙,塞尔塔B队 vs 卡斯迪隆,20260831-TITAN-3014047-盘口快照-不形成模拟,排名/阶段 10-11,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 10-11；综合评分 主47/客53；伤停 主[0 哈亚特(中卫)-十字韧带撕裂] / 客[3 费比诺(中卫)-十字韧带损伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜5平2负 / 客4胜4平2负；主队 客队/记录: 主5胜3平2负 / 客3胜4平3负,Titan007亚盘 开 0.86/-0.75/1.02；即 0.84/-0.75/1.05；欧赔 开 4.06/3.77/1.78；即 4.05/3.64/1.78；去水 主22.8%/平25.4%/客51.9%；返还率92.3%；大小球 开 0.87/2.5/1.0；即 0.87/2.75/1.0；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.05，下盘水位0.84，欧赔变化不大；缺首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3014047,西乙,西班牙,次级,是
2026-08-31,西协甲,洛格朗尼斯 vs 艾斯马度华,20260831-TITAN-3014491-盘口快照-不形成模拟,排名/阶段 西协乙2-3-西协乙4-1,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 西协乙2-3-西协乙4-1；综合评分 主52/客48；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜2平2负 / 客7胜3平0负；主队 客队/记录: 主8胜2平0负 / 客2胜6平2负；H2H 全部/记录: 主1胜0平1负 / 客1胜0平1负；主客相同/记录: 主0胜0平1负 / 客1胜0平0负,Titan007亚盘 开 0.79/0.0/0.91；即 0.93/0.25/0.89；欧赔 开 2.27/3.11/2.93；即 2.41/3.06/2.73；去水 主37.4%/平29.5%/客33.1%；返还率90.2%；大小球 开 0.79/2.25/0.91；即 0.87/2.25/0.93；亚盘意图候选：真实示强/阻上（中证据）；依据：主队上盘，让球加深，上盘水位0.93，下盘水位0.89，欧赔削弱上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3014491,西协甲,西班牙,次次级,是
2026-08-31,西协甲,特鲁埃尔 vs 皇家马德里B队,20260831-TITAN-3014873-盘口快照-不形成模拟,排名/阶段 13-5,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 13-5；综合评分 主42/客58；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主1胜4平5负 / 客5胜3平2负；主队 客队/记录: 主3胜4平3负 / 客3胜4平3负,Titan007亚盘 开 0.91/0.0/0.79；即 0.77/-0.25/1.05；欧赔 开 2.62/3.0/2.57；即 2.63/3.07/2.48；去水 主34.3%/平29.4%/客36.4%；返还率90.2%；大小球 开 0.8/2.25/0.9；即 0.93/2.25/0.87；亚盘意图候选：阻上/诱下（中证据）；依据：客队上盘，让球加深，上盘水位1.05，下盘水位0.77，欧赔支持上盘；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3014873,西协甲,西班牙,次次级,是
2026-08-31,意丙,阿尔比诺勒菲 vs 奥斯皮塔莱托,20260831-TITAN-3050511-盘口快照-不形成模拟,排名/阶段 8-7,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 8-7；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜1平4负 / 客4胜2平4负；主队 客队/记录: 主6胜1平3负 / 客1胜4平5负；H2H 全部/记录: 主0胜1平1负 / 客1胜1平0负；主客相同/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.84/0.25/0.86；即 1.02/0.25/0.8；欧赔 开 2.33/2.92/3.05；即 2.16/2.97/3.27；去水 主41.9%/平30.5%/客27.7%；返还率90.5%；大小球 开 0.94/2.25/0.76；即 1.04/2.25/0.76；亚盘意图候选：阻上/降温保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.02，下盘水位0.80，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3050511,意丙,意大利,次次级,是
2026-08-31,意丙,加尔维纳 vs 特伦托,20260831-TITAN-3050514-盘口快照-不形成模拟,排名/阶段 11-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 11-9；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜4平2负 / 客4胜3平3负；主队 客队/记录: 主6胜2平2负 / 客6胜1平3负,Titan007亚盘 开 0.84/-0.25/0.86；即 0.86/-0.25/0.96；欧赔 开 3.05/3.03/2.26；即 3.15/3.05/2.18；去水 主28.8%/平29.7%/客41.5%；返还率90.6%；大小球 开 0.93/2.25/0.77；即 0.85/2.25/0.95；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.96，下盘水位0.86，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3050514,意丙,意大利,次次级,是
2026-08-31,意丙,诺瓦拉 vs US弗格尔,20260831-TITAN-3050517-盘口快照-不形成模拟,排名/阶段 17-16,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-16；综合评分 主47/客53；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜2平5负 / 客4胜3平3负；主队 客队/记录: 主3胜4平3负 / 客3胜4平3负,Titan007亚盘 开 0.73/0.25/0.97；即 0.99/0.25/0.83；欧赔 开 2.23/2.9/3.27；即 2.12/2.94/3.41；去水 主42.7%/平30.8%/客26.5%；返还率90.5%；大小球 开 0.76/2.0/0.94；即 0.91/2.0/0.89；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.99，下盘水位0.83，欧赔支持上盘；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,3050517,意丙,意大利,次次级,是
